game_date,away_team,home_team,away_pitcher,home_pitcher,home_pitcher_total_pitches,home_pitcher_avg_velocity,home_pitcher_avg_spin_rate,home_pitcher_avg_extension,home_pitcher_strikeouts,home_pitcher_whiffs,home_pitcher_avg_bat_speed,home_pitcher_avg_launch_angle,home_pitcher_avg_exit_velocity,home_pitcher_avg_swing_length,home_pitcher_games_played,away_pitcher_total_pitches,away_pitcher_avg_velocity,away_pitcher_avg_spin_rate,away_pitcher_avg_extension,away_pitcher_strikeouts,away_pitcher_whiffs,away_pitcher_avg_bat_speed,away_pitcher_avg_launch_angle,away_pitcher_avg_exit_velocity,away_pitcher_avg_swing_length,away_pitcher_games_played,home_team_mlbam_id,home_team_lookup_player_name,home_team_avg_launch_speed,home_team_avg_bat_speed,home_team_avg_swing_length,home_team_total_pitches,home_team_recent_home_runs,home_team_recent_strikeouts,home_team_HR,home_team_SO,home_team_PA,home_team_AVG,home_team_SLG,away_team_mlbam_id,away_team_lookup_player_name,away_team_avg_launch_speed,away_team_avg_bat_speed,away_team_avg_swing_length,away_team_total_pitches,away_team_recent_home_runs,away_team_recent_strikeouts,away_team_HR,away_team_SO,away_team_PA,away_team_AVG,away_team_SLG,home_wins,home_losses,home_run_diff,home_streak,home_games_played,home_win_pct,away_wins,away_losses,away_run_diff,away_streak,away_games_played,away_win_pct,winner,actual_winner
2024-07-10,TWINS,WHITE SOX,BAILEY OBER,ERICK FEDDE,562.0,89.7,2077.47,6.68,26.0,0.0,70.03,17.99,82.78,7.04,6.0,460.0,87.1,2142.48,7.12,41.0,0.0,69.59,21.87,81.17,7.32,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWINS,TWINS
2024-07-10,TWINS,WHITE SOX,BAILEY OBER,ERICK FEDDE,562.0,89.7,2077.47,6.68,26.0,0.0,70.03,17.99,82.78,7.04,6.0,460.0,87.1,2142.48,7.12,41.0,0.0,69.59,21.87,81.17,7.32,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHITE SOX,WHITE SOX
2024-07-10,TWINS,WHITE SOX,PABLO LOPEZ,DREW THORPE,506.0,85.2,2230.12,6.34,19.0,0.0,69.94,20.76,80.25,7.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWINS,TWINS
2024-07-10,TWINS,WHITE SOX,PABLO LOPEZ,DREW THORPE,506.0,85.2,2230.12,6.34,19.0,0.0,69.94,20.76,80.25,7.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHITE SOX,WHITE SOX
2024-07-10,CUBS,ORIOLES,SHOTA IMANAGA,CORBIN BURNES,555.0,90.4,2722.57,6.5,34.0,0.0,69.36,13.95,84.34,7.47,6.0,456.0,87.04,2068.74,6.33,26.0,0.0,70.95,26.13,81.3,7.47,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUBS,CUBS
2024-07-10,MARINERS,PADRES,BRYCE MILLER,MICHAEL KING,,,,,,,,,,,,505.0,90.88,2129.83,6.28,26.0,0.0,69.96,22.62,83.87,6.96,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARINERS,MARINERS
2024-07-10,GUARDIANS,TIGERS,TANNER BIBEE,REESE OLSON,569.0,88.62,2264.83,5.8,34.0,0.0,69.56,9.26,84.38,7.57,6.0,588.0,87.98,2470.54,6.61,47.0,0.0,68.73,25.32,80.57,7.09,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIGERS,TIGERS
2024-07-10,YANKEES,RAYS,MARCUS STROMAN,ZACH EFLIN,555.0,87.01,2257.55,6.52,31.0,0.0,69.78,13.55,81.54,7.31,6.0,568.0,86.54,2360.88,5.67,21.0,0.0,70.4,14.34,80.81,7.29,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YANKEES,YANKEES
2024-07-10,DODGERS,PHILLIES,GAVIN STONE,CRISTOPHER SANCHEZ,,,,,,,,,,,,428.0,91.56,2015.84,6.62,23.0,0.0,69.59,11.44,83.24,7.29,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILLIES,PHILLIES
2024-07-10,NATIONALS,METS,PATRICK CORBIN,LUIS SEVERINO,559.0,92.3,2234.62,6.44,23.0,0.0,69.49,17.54,81.19,6.94,6.0,539.0,85.31,2149.6,6.71,28.0,0.0,70.72,10.07,83.33,7.62,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METS,METS
2024-07-10,ROCKIES,REDS,KYLE FREELAND,FRANKIE MONTAS,454.0,91.59,2160.72,5.96,25.0,0.0,70.93,23.23,82.45,7.37,5.0,331.0,88.74,2326.4,6.57,21.0,0.0,70.82,12.99,84.14,7.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKIES,ROCKIES
2024-07-10,ROYALS,CARDINALS,MICHAEL WACHA,GORDON GRACEFFO,105.0,88.11,2160.36,6.59,6.0,0.0,68.68,19.72,83.66,7.11,2.0,354.0,86.82,1915.46,6.81,22.0,0.0,67.66,15.98,80.79,7.31,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALS,ROYALS
2024-07-10,ROYALS,CARDINALS,MICHAEL WACHA,GORDON GRACEFFO,105.0,88.11,2160.36,6.59,6.0,0.0,68.68,19.72,83.66,7.11,2.0,354.0,86.82,1915.46,6.81,22.0,0.0,67.66,15.98,80.79,7.31,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALS,ROYALS
2024-07-10,PIRATES,BREWERS,MARTIN PEREZ,TOBIAS MYERS,520.0,88.55,2157.14,6.68,30.0,0.0,69.69,19.94,82.85,7.1,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BREWERS,BREWERS
2024-07-10,MARLINS,ASTROS,BRYAN HOEING,FRAMBER VALDEZ,536.0,88.58,2316.84,5.87,32.0,0.0,70.05,2.23,84.86,7.27,6.0,108.0,89.73,2008.21,6.71,5.0,0.0,69.04,-3.79,83.06,7.35,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTROS,ASTROS
2024-07-10,RANGERS,ANGELS,MICHAEL LORENZEN,GRIFFIN CANNING,563.0,89.83,2154.39,5.91,23.0,0.0,70.06,11.17,83.16,7.29,6.0,523.0,89.41,2367.15,5.91,20.0,0.0,70.6,17.0,83.92,7.2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANGELS,ANGELS
2024-07-10,BRAVES,D-BACKS,CHARLIE MORTON,SLADE CECCONI,422.0,88.05,2316.59,6.69,24.0,0.0,69.77,20.58,82.48,7.23,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-BACKS,D-BACKS
2024-07-10,BLUE JAYS,GIANTS,CHRIS BASSITT,LOGAN WEBB,572.0,88.7,1985.16,7.11,34.0,0.0,69.57,5.46,81.56,7.17,6.0,599.0,87.02,2134.56,6.44,29.0,0.0,69.82,19.95,82.15,7.02,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLUE JAYS,BLUE JAYS
2024-07-09,CUBS,ORIOLES,JAMESON TAILLON,DEAN KREMER,168.0,87.71,2012.01,6.23,11.0,0.0,70.13,20.65,80.6,7.44,2.0,543.0,87.22,2463.78,6.65,37.0,0.0,70.46,23.2,82.73,7.37,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUBS,CUBS
2024-07-09,DODGERS,PHILLIES,BOBBY MILLER,ZACK WHEELER,569.0,91.69,2463.79,7.14,34.0,0.0,69.82,18.65,80.88,7.0,6.0,316.0,90.99,2339.34,6.86,9.0,0.0,70.74,12.86,85.93,7.36,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILLIES,PHILLIES
2024-07-09,GUARDIANS,TIGERS,BEN LIVELY,KENTA MAEDA,487.0,85.26,2190.59,6.05,19.0,0.0,70.76,13.06,82.73,7.49,6.0,419.0,86.05,1951.51,6.8,23.0,0.0,69.86,17.9,83.71,7.07,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUARDIANS,GUARDIANS
2024-07-09,YANKEES,RAYS,CARLOS RODON,RYAN PEPIOT,533.0,91.04,2453.77,6.69,31.0,0.0,69.01,25.86,83.11,7.16,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RAYS,RAYS
2024-07-09,NATIONALS,METS,JAKE IRVIN,JOSE QUINTANA,551.0,85.92,1993.49,6.56,28.0,0.0,67.72,13.28,81.03,7.16,6.0,582.0,88.2,2440.88,7.09,31.0,0.0,68.61,18.33,82.29,6.98,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METS,METS
2024-07-09,ROCKIES,REDS,CAL QUANTRILL,NICK LODOLO,343.0,90.16,2410.71,6.23,21.0,0.0,69.93,12.08,84.45,7.18,4.0,538.0,88.56,1881.77,6.48,27.0,0.0,70.33,12.98,82.16,7.31,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REDS,REDS
2024-07-09,PIRATES,BREWERS,JOSH FLEMING,COLIN REA,527.0,88.99,2108.45,6.68,25.0,0.0,70.49,16.98,84.27,7.1,6.0,146.0,85.91,1827.84,6.5,4.0,0.0,70.09,9.2,82.45,7.26,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIRATES,PIRATES
2024-07-09,MARLINS,ASTROS,TREVOR ROGERS,RONEL BLANCO,572.0,87.85,1997.31,6.87,36.0,0.0,70.45,16.67,82.81,7.51,6.0,565.0,88.77,2224.24,6.82,28.0,0.0,71.55,15.94,82.49,7.3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTROS,ASTROS
2024-07-09,RANGERS,ANGELS,MAX SCHERZER,ROANSY CONTRERAS,233.0,89.27,2332.6,6.4,10.0,0.0,69.57,16.87,85.37,7.13,7.0,319.0,86.96,2258.77,6.26,17.0,0.0,69.87,25.87,82.72,7.31,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RANGERS,RANGERS
2024-07-09,MARINERS,PADRES,LOGAN GILBERT,ADAM MAZUR,468.0,89.48,2193.11,5.96,19.0,0.0,70.84,22.7,86.08,7.37,6.0,555.0,90.45,1805.2,7.56,39.0,0.0,68.73,15.3,84.41,7.3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARINERS,MARINERS
2024-07-09,BRAVES,D-BACKS,CHRIS SALE,ZAC GALLEN,267.0,88.9,2305.21,6.68,15.0,0.0,70.09,11.1,83.09,7.36,3.0,508.0,87.99,2230.14,6.38,44.0,0.0,69.27,17.66,79.38,7.4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRAVES,BRAVES
2024-07-09,BLUE JAYS,GIANTS,YUSEI KIKUCHI,BLAKE SNELL,73.0,90.57,2320.68,6.99,3.0,0.0,66.84,26.96,84.22,7.01,1.0,518.0,91.37,2295.54,6.99,40.0,0.0,69.72,23.65,84.98,7.08,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIANTS,GIANTS
2024-07-08,METS,PIRATES,CHRISTIAN SCOTT,MITCH KELLER,487.0,89.04,2510.95,6.52,28.0,0.0,69.33,16.07,81.47,7.14,5.0,176.0,90.13,2149.91,7.09,5.0,0.0,70.59,27.44,83.75,7.13,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIRATES,PIRATES
2024-07-08,CARDINALS,NATIONALS,MILES MIKOLAS,MITCHELL PARKER,531.0,88.23,2065.56,6.8,29.0,0.0,70.49,23.95,82.0,7.33,6.0,537.0,88.09,2237.98,6.37,22.0,0.0,70.74,19.55,82.26,7.06,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARDINALS,CARDINALS
2024-07-08,GUARDIANS,TIGERS,GAVIN WILLIAMS,KEIDER MONTERO,247.0,88.12,2367.9,6.47,14.0,0.0,68.15,16.25,85.1,7.14,3.0,163.0,91.65,2322.28,7.18,7.0,0.0,68.57,17.34,83.71,7.07,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIGERS,TIGERS
2024-07-08,ROCKIES,REDS,RYAN FELTNER,ANDREW ABBOTT,589.0,88.67,2388.88,6.62,30.0,0.0,70.44,28.08,81.23,7.25,6.0,537.0,89.57,2316.82,6.47,32.0,0.0,70.01,16.56,82.31,7.3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REDS,REDS
2024-07-08,TWINS,WHITE SOX,CHRIS PADDACK,CHRIS FLEXEN,556.0,85.84,2201.17,6.35,21.0,0.0,69.29,18.64,80.54,7.34,6.0,299.0,87.7,2132.73,6.85,12.0,0.0,70.46,16.96,85.62,7.15,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWINS,TWINS
2024-07-08,RANGERS,ANGELS,JON GRAY,DAVIS DANIEL,248.0,86.52,2128.9,6.7,14.0,0.0,68.96,15.47,79.76,7.11,3.0,457.0,91.71,2120.41,6.55,17.0,0.0,70.59,21.72,85.06,7.16,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RANGERS,RANGERS
2024-07-08,BRAVES,D-BACKS,BRYCE ELDER,YILBER DIAZ,,,,,,,,,,,,172.0,87.71,2238.29,5.81,5.0,0.0,71.05,7.71,82.48,7.64,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRAVES,BRAVES
2024-07-07,CARDINALS,NATIONALS,KYLE GIBSON,DJ HERZ,507.0,88.71,2262.84,6.64,38.0,0.0,70.11,23.85,82.19,7.23,6.0,443.0,86.58,2210.58,6.95,33.0,0.0,70.26,9.87,80.93,7.58,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARDINALS,CARDINALS
2024-07-07,METS,PIRATES,SEAN MANAEA,LUIS L ORTIZ,,,,,,,,,,,,529.0,87.7,2058.91,7.31,30.0,0.0,68.8,22.23,82.64,6.95,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METS,METS
2024-07-07,PHILLIES,BRAVES,MICHAEL MERCADO,REYNALDO LOPEZ,,,,,,,,,,,,150.0,89.6,2274.77,6.38,6.0,0.0,70.78,21.42,83.64,7.38,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRAVES,BRAVES
2024-07-07,WHITE SOX,MARLINS,JONATHAN CANNON,EDWARD CABRERA,82.0,92.05,2129.28,6.63,4.0,0.0,69.54,18.65,85.36,6.98,1.0,490.0,88.98,2195.19,6.12,22.0,0.0,69.89,15.11,83.65,7.15,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARLINS,MARLINS
2024-07-07,GIANTS,GUARDIANS,HAYDEN BIRDSONG,CARLOS CARRASCO,462.0,87.76,2126.22,6.64,26.0,0.0,69.61,12.41,81.83,7.27,6.0,269.0,90.74,2166.96,6.5,15.0,0.0,66.8,16.54,80.99,7.05,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUARDIANS,GUARDIANS
2024-07-07,TIGERS,REDS,TARIK SKUBAL,GRAHAM ASHCRAFT,247.0,92.98,2534.61,5.55,8.0,0.0,71.17,15.34,82.78,7.13,3.0,540.0,91.94,2060.08,6.38,46.0,0.0,69.79,16.0,81.17,7.22,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIGERS,TIGERS
2024-07-07,ASTROS,TWINS,SPENCER ARRIGHETTI,SIMEON WOODS RICHARDSON,541.0,87.82,2277.15,6.74,28.0,0.0,69.89,23.43,82.79,7.15,6.0,506.0,88.03,2426.61,7.12,31.0,0.0,68.99,19.38,81.38,7.35,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWINS,TWINS
2024-07-07,ANGELS,CUBS,JOSE SORIANO,HAYDEN WESNESKI,367.0,89.51,2361.61,7.07,20.0,0.0,68.22,18.89,83.76,7.26,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUBS,CUBS
2024-07-07,RAYS,RANGERS,ZACK LITTELL,NATHAN EOVALDI,544.0,90.24,1956.39,6.59,32.0,0.0,69.91,9.99,83.98,7.23,6.0,477.0,86.99,1857.86,6.26,25.0,0.0,70.76,20.83,83.82,7.43,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RANGERS,RANGERS
2024-07-07,ROYALS,ROCKIES,BRADY SINGER,TANNER GORDON,78.0,88.27,2208.62,6.26,4.0,0.0,67.66,20.31,85.45,7.16,1.0,548.0,87.22,2321.17,6.98,29.0,0.0,69.95,9.18,82.0,7.38,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROYALS,ROYALS
2024-07-07,BLUE JAYS,MARINERS,JOSE BERRIOS,GEORGE KIRBY,546.0,92.33,2201.46,6.57,34.0,0.0,68.08,20.82,82.32,6.86,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLUE JAYS,BLUE JAYS
2024-07-07,D-BACKS,PADRES,RYNE NELSON,DYLAN CEASE,589.0,90.47,2655.97,6.28,45.0,0.0,67.99,22.01,82.31,7.25,6.0,498.0,90.51,2210.92,6.72,22.0,0.0,68.52,20.23,82.82,6.81,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-BACKS,D-BACKS
2024-07-07,BREWERS,DODGERS,DALLAS KEUCHEL,JUSTIN WROBLESKI,76.0,91.46,2318.46,5.23,4.0,0.0,68.95,28.07,83.31,6.92,1.0,243.0,85.48,2000.06,5.82,9.0,0.0,71.76,8.02,83.7,7.51,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BREWERS,BREWERS
2024-07-07,RED SOX,YANKEES,KUTTER CRAWFORD,LUIS GIL,513.0,93.79,2218.01,6.83,26.0,0.0,71.14,22.49,85.05,7.33,6.0,418.0,86.88,2297.3,6.17,37.0,0.0,70.05,25.47,85.15,7.35,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED SOX,RED SOX
2024-07-06,RED SOX,YANKEES,JOSH WINCKOWSKI,GERRIT COLE,314.0,91.57,2428.05,6.27,19.0,0.0,69.73,25.71,83.45,7.01,4.0,224.0,91.76,2051.08,6.53,13.0,0.0,67.34,9.04,80.07,6.73,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YANKEES,YANKEES
2024-07-06,ASTROS,TWINS,HUNTER BROWN,JOE RYAN,576.0,90.85,2282.62,6.75,41.0,0.0,70.45,24.19,82.01,7.06,6.0,581.0,93.13,2193.72,6.62,40.0,0.0,69.02,13.84,79.86,6.83,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWINS,TWINS
2024-07-06,ANGELS,CUBS,TYLER ANDERSON,KYLE HENDRICKS,361.0,82.55,2268.48,5.62,17.0,0.0,69.31,15.19,79.45,7.25,6.0,589.0,83.85,2071.81,6.12,27.0,0.0,70.24,19.96,80.83,7.45,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANGELS,ANGELS
2024-07-06,CARDINALS,NATIONALS,LANCE LYNN,MACKENZIE GORE,593.0,92.08,2294.9,7.0,37.0,0.0,69.37,20.56,80.96,7.08,6.0,519.0,90.5,2438.41,6.46,29.0,0.0,71.04,19.17,84.14,7.02,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NATIONALS,NATIONALS
2024-07-06,RAYS,RANGERS,TAJ BRADLEY,ANDREW HEANEY,528.0,86.93,2411.4,6.38,39.0,0.0,69.75,22.46,82.34,7.38,6.0,572.0,92.63,2057.96,6.57,45.0,0.0,69.4,19.6,83.28,6.99,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RANGERS,RANGERS
2024-07-06,METS,PIRATES,DAVID PETERSON,BAILEY FALTER,443.0,87.83,1998.29,7.3,23.0,0.0,69.76,19.33,83.15,7.13,6.0,460.0,89.22,2121.51,7.08,22.0,0.0,69.92,9.09,84.15,6.99,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,METS,METS
2024-07-06,BLUE JAYS,MARINERS,YARIEL RODRIGUEZ,EMERSON HANCOCK,185.0,90.25,2203.44,6.35,5.0,0.0,69.74,13.59,81.45,7.22,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLUE JAYS,BLUE JAYS
2024-07-06,WHITE SOX,MARLINS,GARRETT CROCHET,YONNY CHIRINOS,337.0,88.73,2111.19,6.15,20.0,0.0,69.08,23.22,80.56,7.04,4.0,550.0,94.97,2507.41,6.97,53.0,0.0,69.22,18.59,82.87,6.88,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MARLINS,MARLINS
2024-07-06,GIANTS,GUARDIANS,KYLE HARRISON,LOGAN ALLEN,479.0,86.62,1939.82,6.31,25.0,0.0,70.16,17.22,82.98,7.14,6.0,149.0,88.23,2040.3,6.8,5.0,0.0,69.73,14.0,82.86,7.08,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUARDIANS,GUARDIANS
2024-07-06,TIGERS,REDS,ALEX FAEDO,HUNTER GREENE,614.0,92.58,2224.93,6.44,40.0,0.0,68.75,28.34,81.14,7.24,6.0,75.0,88.33,2411.17,6.1,5.0,0.0,68.29,3.18,78.82,7.59,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIGERS,TIGERS
2024-07-06,BREWERS,DODGERS,FREDDY PERALTA,JAMES PAXTON,441.0,87.81,2026.73,6.42,23.0,0.0,69.65,22.31,84.77,7.1,5.0,602.0,89.49,2256.45,6.63,35.0,0.0,68.92,24.14,81.58,7.11,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DODGERS,DODGERS
2024-07-06,PHILLIES,BRAVES,RANGER SUAREZ,SPENCER SCHWELLENBACH,430.0,88.7,2178.98,6.9,29.0,0.0,69.27,6.34,80.23,7.37,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRAVES,BRAVES
2024-07-06,ROYALS,ROCKIES,SETH LUGO,AUSTIN GOMBER,521.0,85.39,2252.49,6.81,19.0,0.0,71.13,18.69,83.49,7.57,6.0,575.0,87.16,2618.02,5.98,39.0,0.0,69.69,10.21,80.15,7.23,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKIES,ROCKIES
2024-07-06,D-BACKS,PADRES,BRANDON PFAADT,MATT WALDRON,583.0,81.82,1317.57,6.58,29.0,0.0,69.83,15.49,79.95,7.3,6.0,498.0,90.66,2540.99,6.72,29.0,0.0,69.94,17.46,85.05,7.2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-BACKS,D-BACKS
2024-07-05,ANGELS,CUBS,GRIFFIN CANNING,JUSTIN STEELE,568.0,88.54,2496.85,6.34,41.0,0.0,69.93,15.99,80.63,7.03,6.0,565.0,90.02,2143.93,5.92,22.0,0.0,70.46,11.52,83.71,7.27,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUBS,CUBS
2024-07-05,METS,PIRATES,LUIS SEVERINO,PAUL SKENES,599.0,92.61,2181.42,6.41,48.0,0.0,69.79,12.38,84.1,7.36,6.0,559.0,92.83,2200.64,6.43,23.0,0.0,70.06,17.98,82.09,6.91,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIRATES,PIRATES
2024-07-05,CARDINALS,NATIONALS,SONNY GRAY,PATRICK CORBIN,543.0,85.29,2139.68,6.67,26.0,0.0,70.86,11.97,83.86,7.55,6.0,517.0,88.19,2585.81,6.62,38.0,0.0,69.36,11.68,81.72,7.26,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARDINALS,CARDINALS
2024-07-05,RED SOX,YANKEES,TANNER HOUCK,NESTOR CORTES,,,,,,,,,,,,539.0,87.92,2215.01,6.06,31.0,0.0,69.23,1.31,84.32,7.34,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED SOX,RED SOX
2024-07-05,WHITE SOX,MARLINS,DREW THORPE,BRYAN HOEING,46.0,89.99,1939.96,6.81,4.0,0.0,72.82,2.75,86.85,7.68,1.0,430.0,85.28,2212.23,6.36,18.0,0.0,70.03,19.65,80.26,7.41,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHITE SOX,WHITE SOX
2024-07-05,GIANTS,GUARDIANS,ERIK MILLER,TANNER BIBEE,573.0,88.15,2489.9,6.65,46.0,0.0,68.63,23.99,79.66,7.14,6.0,206.0,90.55,2162.35,6.52,10.0,0.0,67.48,15.18,79.91,7.16,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIANTS,GIANTS
2024-07-05,TIGERS,REDS,REESE OLSON,CARSON SPIERS,466.0,87.99,2324.18,6.7,24.0,0.0,69.12,17.26,82.23,7.08,5.0,563.0,88.7,2271.63,5.81,37.0,0.0,69.94,10.86,85.1,7.59,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIGERS,TIGERS
2024-07-05,PHILLIES,BRAVES,AARON NOLA,MAX FRIED,483.0,86.77,2187.14,6.55,21.0,0.0,69.74,9.5,81.15,7.19,5.0,571.0,87.36,2339.46,6.84,34.0,0.0,70.54,13.84,81.76,7.46,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHILLIES,PHILLIES
2024-07-05,RAYS,RANGERS,SHANE BAZ,MICHAEL LORENZEN,527.0,89.5,2363.23,5.92,18.0,0.0,70.94,18.98,84.39,7.17,6.0,92.0,91.6,2380.27,6.62,6.0,0.0,72.09,26.09,87.7,7.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RANGERS,RANGERS
2024-07-05,ASTROS,TWINS,SHAWN DUBIN,PABLO LOPEZ,,,,,,,,,,,,273.0,89.71,2396.61,6.56,16.0,0.0,71.23,15.96,83.55,7.19,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTROS,ASTROS
2024-07-05,ROYALS,ROCKIES,COLE RAGANS,KYLE FREELAND,238.0,89.16,2323.74,6.57,12.0,0.0,70.23,14.55,83.56,7.24,3.0,618.0,89.79,2454.1,6.16,45.0,0.0,69.69,21.07,83.26,7.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROCKIES,ROCKIES
